"workerid","strong_adjective","not_paid_attention","condition_prosody","responsequestion","exchange","question","setup_phrase","condition_knowledge","weak_adjective","context","time","response","slide_number_in_experiment","language","enjoyment","gender","age","comments","asses","education","OS","screenH","screenW","Browser","hitid","hittypeid","title","description","keywords","reward","creationtime","assignments","numavailable","numpending","numcomplete","hitstatus","reviewstatus","annotation","assignmentduration","autoapprovaldelay","hitlifetime","viewhit","assignmentid","workerid.1","assignmentstatus","autoapprovaltime","assignmentaccepttime","assignmentsubmittime","assignmentapprovaltime","assignmentrejecttime","deadline","feedback","reject","Answer.condition","Answer.hit_information","Answer.time_in_minutes"
73,"""respectful""","false","""control""","""Does Julie mean that her brother is rude?""","""Mike: What was your brother&quotechars behavior like?""","""Is Julie&quotechars brother talkative?""","""I don&quotechart know for sure, but""","""know""","""rude""","""Julie is having lunch with Mike. She tells him about her recent trip to a Buddhist temple with her very belligerent and talkative brother.""",14058,0,21,"""English""","""2""","""Female""","""48""","""I enjoyed this experiment very much, thank you =)""","""Yes""","""1""","""Windows""",864,1536,"""Chrome""","""33J5JKFMK5XY9O4B03F4MUPZU2AQ3O""","""3MCFX9UVS0KBPU0GQ31JRM996HG68D""","""Language study""","""Listen to interactions and answer questions about them. You must be able to listen to short audio clips, perform this task on a desktop or laptop computer, and use Chrome, Safari, Firefox or Opera.""","""language research stanford fun cognitive science university""","""$1.20""","""Fri May 25 14:24:47 PDT 2018""","""2""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 cond""","""2400""","""60000""","""Sun Jun 24 14:24:47 PDT 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=33J5JKFMK5XY9O4B03F4MUPZU2AQ3O""","""3MRNMEIQW55OM3OPRPIM6188CRXLD3""",1,"""Submitted""","""Sat May 26 07:25:25 PDT 2018""","""Fri May 25 14:25:23 PDT 2018""","""Fri May 25 14:45:25 PDT 2018""","""""","""""","""""","""""","""""","""undefined""","""undefined""","""8.4699"""
73,"""tiny""","false","""control""","""Does Julie mean that her umbrella was big?""","""Mike: What was your umbrella like?""","""Did Julie need an umbrella at the festival?""","""I don&quotechart know for sure, but""","""know""","""big""","""Julie is meeting her friend Stan for brunch. She tells him about how she recently got caught in a major thunderstorm at a music festival with an umbrella but no raincoat.""",14379,0.01,22,"""English""","""2""","""Female""","""48""","""I enjoyed this experiment very much, thank you =)""","""Yes""","""1""","""Windows""",864,1536,"""Chrome""","""33J5JKFMK5XY9O4B03F4MUPZU2AQ3O""","""3MCFX9UVS0KBPU0GQ31JRM996HG68D""","""Language study""","""Listen to interactions and answer questions about them. You must be able to listen to short audio clips, perform this task on a desktop or laptop computer, and use Chrome, Safari, Firefox or Opera.""","""language research stanford fun cognitive science university""","""$1.20""","""Fri May 25 14:24:47 PDT 2018""","""2""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 cond""","""2400""","""60000""","""Sun Jun 24 14:24:47 PDT 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=33J5JKFMK5XY9O4B03F4MUPZU2AQ3O""","""3MRNMEIQW55OM3OPRPIM6188CRXLD3""",1,"""Submitted""","""Sat May 26 07:25:25 PDT 2018""","""Fri May 25 14:25:23 PDT 2018""","""Fri May 25 14:45:25 PDT 2018""","""""","""""","""""","""""","""""","""undefined""","""undefined""","""8.4699"""
73,"""heavy""","false","""control""","""Does Julie mean that his suitcase was light?""","""Stan: What was his suitcase like?""","""Did Julie travel to Australia?""","""I don&quotechart know for sure, but""","""ignorant""","""light""","""Julie and her boyfriend Stan are getting coffee. She tells him about her friend Mike, who just mentioned to Julie that he has brought back souvenirs from Thailand for her and several other friends.""",12946,0.01,23,"""English""","""2""","""Female""","""48""","""I enjoyed this experiment very much, thank you =)""","""Yes""","""1""","""Windows""",864,1536,"""Chrome""","""33J5JKFMK5XY9O4B03F4MUPZU2AQ3O""","""3MCFX9UVS0KBPU0GQ31JRM996HG68D""","""Language study""","""Listen to interactions and answer questions about them. You must be able to listen to short audio clips, perform this task on a desktop or laptop computer, and use Chrome, Safari, Firefox or Opera.""","""language research stanford fun cognitive science university""","""$1.20""","""Fri May 25 14:24:47 PDT 2018""","""2""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 cond""","""2400""","""60000""","""Sun Jun 24 14:24:47 PDT 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=33J5JKFMK5XY9O4B03F4MUPZU2AQ3O""","""3MRNMEIQW55OM3OPRPIM6188CRXLD3""",1,"""Submitted""","""Sat May 26 07:25:25 PDT 2018""","""Fri May 25 14:25:23 PDT 2018""","""Fri May 25 14:45:25 PDT 2018""","""""","""""","""""","""""","""""","""undefined""","""undefined""","""8.4699"""
73,"""guilty""","false","""control""","""Does Julie mean that his sister was innocent?""","""Stan: What happened with his sister?""","""Did Julie&quotechars sister get arrested for drugs?""","""I don&quotechart know for sure, but""","""ignorant""","""innocent""","""Julie and her friend Stan meet for a walk in a park one afternoon. Julie tells Stan that she&quotechars just learned that their mutual friend Mike has a sister, who has been in jail for several years for felony drug possession.""",10171,0,24,"""English""","""2""","""Female""","""48""","""I enjoyed this experiment very much, thank you =)""","""Yes""","""1""","""Windows""",864,1536,"""Chrome""","""33J5JKFMK5XY9O4B03F4MUPZU2AQ3O""","""3MCFX9UVS0KBPU0GQ31JRM996HG68D""","""Language study""","""Listen to interactions and answer questions about them. You must be able to listen to short audio clips, perform this task on a desktop or laptop computer, and use Chrome, Safari, Firefox or Opera.""","""language research stanford fun cognitive science university""","""$1.20""","""Fri May 25 14:24:47 PDT 2018""","""2""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 cond""","""2400""","""60000""","""Sun Jun 24 14:24:47 PDT 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=33J5JKFMK5XY9O4B03F4MUPZU2AQ3O""","""3MRNMEIQW55OM3OPRPIM6188CRXLD3""",1,"""Submitted""","""Sat May 26 07:25:25 PDT 2018""","""Fri May 25 14:25:23 PDT 2018""","""Fri May 25 14:45:25 PDT 2018""","""""","""""","""""","""""","""""","""undefined""","""undefined""","""8.4699"""
74,"""starving""","false","""filler""","""Does Julie mean that her dog was hungry?""","""Mike: What did your dog feel like after not eating for so long?""","""Did Julie feed a dog?""","""Believe me,""","""know""","""hungry""","""Julie and Mike are talking about her day at work over dinner. Julie tells Mike about having to rush home on her lunch break because she had forgotten to feed her dog.""",18384,1,3,"""English""","""1""","""Male""","""30""","""""","""Yes""","""2""","""Windows""",768,1366,"""Chrome""","""3SBX2M1TKCMJRKNF0HKNWZH5826Q49""","""3MCFX9UVS0KBPU0GQ31JRM996HG68D""","""Language study""","""Listen to interactions and answer questions about them. You must be able to listen to short audio clips, perform this task on a desktop or laptop computer, and use Chrome, Safari, Firefox or Opera.""","""language research stanford fun cognitive science university""","""$1.20""","""Fri May 25 14:24:50 PDT 2018""","""2""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 cond""","""2400""","""60000""","""Sun Jun 24 14:24:50 PDT 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3SBX2M1TKCMJRKNF0HKNWZH5826Q49""","""3WOKGM4L71F2T4QSS5AJJBSJD7TO0U""",0,"""Submitted""","""Sat May 26 07:12:04 PDT 2018""","""Fri May 25 14:25:21 PDT 2018""","""Fri May 25 14:32:04 PDT 2018""","""""","""""","""""","""""","""""","""undefined""","""undefined""","""6.62945"""
74,"""hot""","false","""RFR""","""Does Julie mean that his date was hot?""","""Stan: What did his date look like?""","""Did Julie recently go on a date?""","""I don&quotechart know for sure, but""","""ignorant""","""good-looking""","""Stan and his friend Julie meet for lunch. Julie tells him about their mutual friend Mike, who just went on a date with someone Julie has never met.""",22874,1,4,"""English""","""1""","""Male""","""30""","""""","""Yes""","""2""","""Windows""",768,1366,"""Chrome""","""3SBX2M1TKCMJRKNF0HKNWZH5826Q49""","""3MCFX9UVS0KBPU0GQ31JRM996HG68D""","""Language study""","""Listen to interactions and answer questions about them. You must be able to listen to short audio clips, perform this task on a desktop or laptop computer, and use Chrome, Safari, Firefox or Opera.""","""language research stanford fun cognitive science university""","""$1.20""","""Fri May 25 14:24:50 PDT 2018""","""2""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 cond""","""2400""","""60000""","""Sun Jun 24 14:24:50 PDT 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3SBX2M1TKCMJRKNF0HKNWZH5826Q49""","""3WOKGM4L71F2T4QSS5AJJBSJD7TO0U""",0,"""Submitted""","""Sat May 26 07:12:04 PDT 2018""","""Fri May 25 14:25:21 PDT 2018""","""Fri May 25 14:32:04 PDT 2018""","""""","""""","""""","""""","""""","""undefined""","""undefined""","""6.62945"""
74,"""exhausting""","false","""neutral""","""Does Julie mean that his hike was exhausting?""","""Stan: What was his hike like?""","""Did Julie go on a hike in the Alps?""","""I don&quotechart know for sure, but""","""ignorant""","""strenuous""","""Julie is having dinner with her roommate Stan. The two talk about Julie&quotechars friend Mike, who just finished a multi-day hike through the Swiss Alps.""",12142,1,5,"""English""","""1""","""Male""","""30""","""""","""Yes""","""2""","""Windows""",768,1366,"""Chrome""","""3SBX2M1TKCMJRKNF0HKNWZH5826Q49""","""3MCFX9UVS0KBPU0GQ31JRM996HG68D""","""Language study""","""Listen to interactions and answer questions about them. You must be able to listen to short audio clips, perform this task on a desktop or laptop computer, and use Chrome, Safari, Firefox or Opera.""","""language research stanford fun cognitive science university""","""$1.20""","""Fri May 25 14:24:50 PDT 2018""","""2""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 cond""","""2400""","""60000""","""Sun Jun 24 14:24:50 PDT 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3SBX2M1TKCMJRKNF0HKNWZH5826Q49""","""3WOKGM4L71F2T4QSS5AJJBSJD7TO0U""",0,"""Submitted""","""Sat May 26 07:12:04 PDT 2018""","""Fri May 25 14:25:21 PDT 2018""","""Fri May 25 14:32:04 PDT 2018""","""""","""""","""""","""""","""""","""undefined""","""undefined""","""6.62945"""
74,"""articulate""","false","""neutral""","""Does Julie mean that her presentation was articulate?""","""Mike: What was your presentation for your job interview like?""","""Did Julie give a speech about scientific findings?""","""Believe me,""","""know""","""understandable""","""Julie is at home with her roommate Mike. She tells Mike, who knows Julie tends to get quite anxious in stressful situations, about a recent high-stakes interview she had for a job in communications.""",19583,0.38,6,"""English""","""1""","""Male""","""30""","""""","""Yes""","""2""","""Windows""",768,1366,"""Chrome""","""3SBX2M1TKCMJRKNF0HKNWZH5826Q49""","""3MCFX9UVS0KBPU0GQ31JRM996HG68D""","""Language study""","""Listen to interactions and answer questions about them. You must be able to listen to short audio clips, perform this task on a desktop or laptop computer, and use Chrome, Safari, Firefox or Opera.""","""language research stanford fun cognitive science university""","""$1.20""","""Fri May 25 14:24:50 PDT 2018""","""2""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 cond""","""2400""","""60000""","""Sun Jun 24 14:24:50 PDT 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3SBX2M1TKCMJRKNF0HKNWZH5826Q49""","""3WOKGM4L71F2T4QSS5AJJBSJD7TO0U""",0,"""Submitted""","""Sat May 26 07:12:04 PDT 2018""","""Fri May 25 14:25:21 PDT 2018""","""Fri May 25 14:32:04 PDT 2018""","""""","""""","""""","""""","""""","""undefined""","""undefined""","""6.62945"""
74,"""hysterical""","false","""neutral""","""Does Julie mean that his patient was hysterical?""","""Stan: What did his patient feel like?""","""Does Julie know exactly what state the patient was in?""","""I don&quotechart know for sure, but""","""ignorant""","""anxious""","""Julie is having lunch with Stan. She tells him about their friend Mike, who is a doctor and had to calm down a difficult patient today.""",14481,0.21,7,"""English""","""1""","""Male""","""30""","""""","""Yes""","""2""","""Windows""",768,1366,"""Chrome""","""3SBX2M1TKCMJRKNF0HKNWZH5826Q49""","""3MCFX9UVS0KBPU0GQ31JRM996HG68D""","""Language study""","""Listen to interactions and answer questions about them. You must be able to listen to short audio clips, perform this task on a desktop or laptop computer, and use Chrome, Safari, Firefox or Opera.""","""language research stanford fun cognitive science university""","""$1.20""","""Fri May 25 14:24:50 PDT 2018""","""2""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 cond""","""2400""","""60000""","""Sun Jun 24 14:24:50 PDT 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3SBX2M1TKCMJRKNF0HKNWZH5826Q49""","""3WOKGM4L71F2T4QSS5AJJBSJD7TO0U""",0,"""Submitted""","""Sat May 26 07:12:04 PDT 2018""","""Fri May 25 14:25:21 PDT 2018""","""Fri May 25 14:32:04 PDT 2018""","""""","""""","""""","""""","""""","""undefined""","""undefined""","""6.62945"""
74,"""hilarious""","false","""neutral""","""Does Julie mean that her blog post was hilarious?""","""Mike: What is your new tweet like?""","""Does Julie read and write for a comedy blog?""","""Believe me,""","""know""","""funny""","""Julie is at a party with her friend Mike. A professional comedian, Julie tells Mike about her latest tweet.""",8800,1,8,"""English""","""1""","""Male""","""30""","""""","""Yes""","""2""","""Windows""",768,1366,"""Chrome""","""3SBX2M1TKCMJRKNF0HKNWZH5826Q49""","""3MCFX9UVS0KBPU0GQ31JRM996HG68D""","""Language study""","""Listen to interactions and answer questions about them. You must be able to listen to short audio clips, perform this task on a desktop or laptop computer, and use Chrome, Safari, Firefox or Opera.""","""language research stanford fun cognitive science university""","""$1.20""","""Fri May 25 14:24:50 PDT 2018""","""2""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 cond""","""2400""","""60000""","""Sun Jun 24 14:24:50 PDT 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3SBX2M1TKCMJRKNF0HKNWZH5826Q49""","""3WOKGM4L71F2T4QSS5AJJBSJD7TO0U""",0,"""Submitted""","""Sat May 26 07:12:04 PDT 2018""","""Fri May 25 14:25:21 PDT 2018""","""Fri May 25 14:32:04 PDT 2018""","""""","""""","""""","""""","""""","""undefined""","""undefined""","""6.62945"""
74,"""famous""","false","""neutral""","""Does Julie mean that her boss is famous?""","""Mike: What&quotechars your new boss like?""","""Does Julie work at a law firm?""","""Believe me,""","""know""","""prominent""","""Julie is hanging out with her boyfriend Mike. She tells him about her anxious first day of work at a prestigious law firm.""",8720,0.2,9,"""English""","""1""","""Male""","""30""","""""","""Yes""","""2""","""Windows""",768,1366,"""Chrome""","""3SBX2M1TKCMJRKNF0HKNWZH5826Q49""","""3MCFX9UVS0KBPU0GQ31JRM996HG68D""","""Language study""","""Listen to interactions and answer questions about them. You must be able to listen to short audio clips, perform this task on a desktop or laptop computer, and use Chrome, Safari, Firefox or Opera.""","""language research stanford fun cognitive science university""","""$1.20""","""Fri May 25 14:24:50 PDT 2018""","""2""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 cond""","""2400""","""60000""","""Sun Jun 24 14:24:50 PDT 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3SBX2M1TKCMJRKNF0HKNWZH5826Q49""","""3WOKGM4L71F2T4QSS5AJJBSJD7TO0U""",0,"""Submitted""","""Sat May 26 07:12:04 PDT 2018""","""Fri May 25 14:25:21 PDT 2018""","""Fri May 25 14:32:04 PDT 2018""","""""","""""","""""","""""","""""","""undefined""","""undefined""","""6.62945"""
74,"""disgusting""","false","""filler""","""Does Julie mean that his AirBnB was unpleasant?""","""Stan: What was his AirBnB like?""","""Did Julie have a mold problem in her old apartment?""","""I don&quotechart know for sure, but""","""ignorant""","""unpleasant""","""Stan and Julie are two friends at a party. They talk about Julie&quotechars friend Mike, who recently complained to Julie about an AirBnB he booked on his last vacation.""",8569,1,10,"""English""","""1""","""Male""","""30""","""""","""Yes""","""2""","""Windows""",768,1366,"""Chrome""","""3SBX2M1TKCMJRKNF0HKNWZH5826Q49""","""3MCFX9UVS0KBPU0GQ31JRM996HG68D""","""Language study""","""Listen to interactions and answer questions about them. You must be able to listen to short audio clips, perform this task on a desktop or laptop computer, and use Chrome, Safari, Firefox or Opera.""","""language research stanford fun cognitive science university""","""$1.20""","""Fri May 25 14:24:50 PDT 2018""","""2""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 cond""","""2400""","""60000""","""Sun Jun 24 14:24:50 PDT 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3SBX2M1TKCMJRKNF0HKNWZH5826Q49""","""3WOKGM4L71F2T4QSS5AJJBSJD7TO0U""",0,"""Submitted""","""Sat May 26 07:12:04 PDT 2018""","""Fri May 25 14:25:21 PDT 2018""","""Fri May 25 14:32:04 PDT 2018""","""""","""""","""""","""""","""""","""undefined""","""undefined""","""6.62945"""
74,"""brilliant""","false","""RFR""","""Does Julie mean that his professor was brilliant?""","""Stan: What is his new professor like?""","""Is Julie taking computer programming classes?""","""I don&quotechart know for sure, but""","""ignorant""","""intelligent""","""Julie and Stan are relaxing at home. They discuss their mutual friend Mike, who told Julie yesterday about the programming class he just started attending at the local community college.""",13728,0.98,11,"""English""","""1""","""Male""","""30""","""""","""Yes""","""2""","""Windows""",768,1366,"""Chrome""","""3SBX2M1TKCMJRKNF0HKNWZH5826Q49""","""3MCFX9UVS0KBPU0GQ31JRM996HG68D""","""Language study""","""Listen to interactions and answer questions about them. You must be able to listen to short audio clips, perform this task on a desktop or laptop computer, and use Chrome, Safari, Firefox or Opera.""","""language research stanford fun cognitive science university""","""$1.20""","""Fri May 25 14:24:50 PDT 2018""","""2""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 cond""","""2400""","""60000""","""Sun Jun 24 14:24:50 PDT 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3SBX2M1TKCMJRKNF0HKNWZH5826Q49""","""3WOKGM4L71F2T4QSS5AJJBSJD7TO0U""",0,"""Submitted""","""Sat May 26 07:12:04 PDT 2018""","""Fri May 25 14:25:21 PDT 2018""","""Fri May 25 14:32:04 PDT 2018""","""""","""""","""""","""""","""""","""undefined""","""undefined""","""6.62945"""
74,"""filthy""","false","""RFR""","""Does Julie mean that her carpet was filthy?""","""Mike: What did your carpet look like?""","""Did Julie notice that her house was not clean?""","""Believe me,""","""know""","""dirty""","""Julie is having coffee with Mike. She tells him that her AirBnB guests had a huge party in her recently re-carpeted apartment.""",8910,1,12,"""English""","""1""","""Male""","""30""","""""","""Yes""","""2""","""Windows""",768,1366,"""Chrome""","""3SBX2M1TKCMJRKNF0HKNWZH5826Q49""","""3MCFX9UVS0KBPU0GQ31JRM996HG68D""","""Language study""","""Listen to interactions and answer questions about them. You must be able to listen to short audio clips, perform this task on a desktop or laptop computer, and use Chrome, Safari, Firefox or Opera.""","""language research stanford fun cognitive science university""","""$1.20""","""Fri May 25 14:24:50 PDT 2018""","""2""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 cond""","""2400""","""60000""","""Sun Jun 24 14:24:50 PDT 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3SBX2M1TKCMJRKNF0HKNWZH5826Q49""","""3WOKGM4L71F2T4QSS5AJJBSJD7TO0U""",0,"""Submitted""","""Sat May 26 07:12:04 PDT 2018""","""Fri May 25 14:25:21 PDT 2018""","""Fri May 25 14:32:04 PDT 2018""","""""","""""","""""","""""","""""","""undefined""","""undefined""","""6.62945"""
74,"""beautiful""","false","""filler""","""Does Julie mean that her sister is attractive?""","""Mike: What does your sister look like?""","""Does Julie know exactly what Donna looks like?""","""Believe me,""","""know""","""attractive""","""Julie is having a drink with Mike. She tells him that her sister Donna is in town to visit.""",5610,1,13,"""English""","""1""","""Male""","""30""","""""","""Yes""","""2""","""Windows""",768,1366,"""Chrome""","""3SBX2M1TKCMJRKNF0HKNWZH5826Q49""","""3MCFX9UVS0KBPU0GQ31JRM996HG68D""","""Language study""","""Listen to interactions and answer questions about them. You must be able to listen to short audio clips, perform this task on a desktop or laptop computer, and use Chrome, Safari, Firefox or Opera.""","""language research stanford fun cognitive science university""","""$1.20""","""Fri May 25 14:24:50 PDT 2018""","""2""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 cond""","""2400""","""60000""","""Sun Jun 24 14:24:50 PDT 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3SBX2M1TKCMJRKNF0HKNWZH5826Q49""","""3WOKGM4L71F2T4QSS5AJJBSJD7TO0U""",0,"""Submitted""","""Sat May 26 07:12:04 PDT 2018""","""Fri May 25 14:25:21 PDT 2018""","""Fri May 25 14:32:04 PDT 2018""","""""","""""","""""","""""","""""","""undefined""","""undefined""","""6.62945"""
74,"""hideous""","false","""RFR""","""Does Julie mean that her bridesmaid dress was hideous?""","""Mike: What did your bridesmaid dress look like?""","""Did Julie choose her bridesmaid dress?""","""Believe me,""","""know""","""ugly""","""Julie is getting lunch with her boyfriend Mike. Julie returned this morning from a wedding, in which she was a bridesmaid for a friend with notoriously poor taste in dresses.""",7343,0.98,14,"""English""","""1""","""Male""","""30""","""""","""Yes""","""2""","""Windows""",768,1366,"""Chrome""","""3SBX2M1TKCMJRKNF0HKNWZH5826Q49""","""3MCFX9UVS0KBPU0GQ31JRM996HG68D""","""Language study""","""Listen to interactions and answer questions about them. You must be able to listen to short audio clips, perform this task on a desktop or laptop computer, and use Chrome, Safari, Firefox or Opera.""","""language research stanford fun cognitive science university""","""$1.20""","""Fri May 25 14:24:50 PDT 2018""","""2""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 cond""","""2400""","""60000""","""Sun Jun 24 14:24:50 PDT 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3SBX2M1TKCMJRKNF0HKNWZH5826Q49""","""3WOKGM4L71F2T4QSS5AJJBSJD7TO0U""",0,"""Submitted""","""Sat May 26 07:12:04 PDT 2018""","""Fri May 25 14:25:21 PDT 2018""","""Fri May 25 14:32:04 PDT 2018""","""""","""""","""""","""""","""""","""undefined""","""undefined""","""6.62945"""
74,"""decrepit""","false","""filler""","""Does Julie mean that his house is shabby?""","""Stan: What does his new house look like?""","""Did Julie recently move?""","""I don&quotechart know for sure, but""","""ignorant""","""shabby""","""Julie is at home with her roommate Stan. She tells him about their mutual friend Mike, who recently moved away and just told Julie that he&quotechars bought a new house.""",7297,1,15,"""English""","""1""","""Male""","""30""","""""","""Yes""","""2""","""Windows""",768,1366,"""Chrome""","""3SBX2M1TKCMJRKNF0HKNWZH5826Q49""","""3MCFX9UVS0KBPU0GQ31JRM996HG68D""","""Language study""","""Listen to interactions and answer questions about them. You must be able to listen to short audio clips, perform this task on a desktop or laptop computer, and use Chrome, Safari, Firefox or Opera.""","""language research stanford fun cognitive science university""","""$1.20""","""Fri May 25 14:24:50 PDT 2018""","""2""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 cond""","""2400""","""60000""","""Sun Jun 24 14:24:50 PDT 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3SBX2M1TKCMJRKNF0HKNWZH5826Q49""","""3WOKGM4L71F2T4QSS5AJJBSJD7TO0U""",0,"""Submitted""","""Sat May 26 07:12:04 PDT 2018""","""Fri May 25 14:25:21 PDT 2018""","""Fri May 25 14:32:04 PDT 2018""","""""","""""","""""","""""","""""","""undefined""","""undefined""","""6.62945"""
74,"""terrifying""","false","""neutral""","""Does Julie mean that his opponent was terrifying?""","""Stan: What was his last opponent in the ring like?""","""Does Julie kickbox?""","""I don&quotechart know for sure, but""","""ignorant""","""intimidating""","""Julie and Stan are having breakfast at home. She tells him about their mutual friend Mike, an amateur kickboxer who Julie recently got coffee with after his most recent out-of-town match.""",10088,0.32,16,"""English""","""1""","""Male""","""30""","""""","""Yes""","""2""","""Windows""",768,1366,"""Chrome""","""3SBX2M1TKCMJRKNF0HKNWZH5826Q49""","""3MCFX9UVS0KBPU0GQ31JRM996HG68D""","""Language study""","""Listen to interactions and answer questions about them. You must be able to listen to short audio clips, perform this task on a desktop or laptop computer, and use Chrome, Safari, Firefox or Opera.""","""language research stanford fun cognitive science university""","""$1.20""","""Fri May 25 14:24:50 PDT 2018""","""2""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 cond""","""2400""","""60000""","""Sun Jun 24 14:24:50 PDT 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3SBX2M1TKCMJRKNF0HKNWZH5826Q49""","""3WOKGM4L71F2T4QSS5AJJBSJD7TO0U""",0,"""Submitted""","""Sat May 26 07:12:04 PDT 2018""","""Fri May 25 14:25:21 PDT 2018""","""Fri May 25 14:32:04 PDT 2018""","""""","""""","""""","""""","""""","""undefined""","""undefined""","""6.62945"""
74,"""impeccible""","false","""RFR""","""Does Julie mean that his speech was impeccible?""","""Stan: What was his speech like?""","""Did Julie give a speech?""","""I don&quotechart know for sure, but""","""ignorant""","""polished""","""Stan and Julie are meeting for drinks. Neither of them could make it to their friend Mike&quotechars valedictorian speech yesterday, but Julie talked very briefly to a friend who was in attendance.""",6432,1,17,"""English""","""1""","""Male""","""30""","""""","""Yes""","""2""","""Windows""",768,1366,"""Chrome""","""3SBX2M1TKCMJRKNF0HKNWZH5826Q49""","""3MCFX9UVS0KBPU0GQ31JRM996HG68D""","""Language study""","""Listen to interactions and answer questions about them. You must be able to listen to short audio clips, perform this task on a desktop or laptop computer, and use Chrome, Safari, Firefox or Opera.""","""language research stanford fun cognitive science university""","""$1.20""","""Fri May 25 14:24:50 PDT 2018""","""2""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 cond""","""2400""","""60000""","""Sun Jun 24 14:24:50 PDT 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3SBX2M1TKCMJRKNF0HKNWZH5826Q49""","""3WOKGM4L71F2T4QSS5AJJBSJD7TO0U""",0,"""Submitted""","""Sat May 26 07:12:04 PDT 2018""","""Fri May 25 14:25:21 PDT 2018""","""Fri May 25 14:32:04 PDT 2018""","""""","""""","""""","""""","""""","""undefined""","""undefined""","""6.62945"""
74,"""life-threatening""","false","""RFR""","""Does Julie mean that her illness was life-threatening?""","""Mike: What was the degree of your illness?""","""Did Julie recieve a diagnosis from the doctors?""","""Believe me,""","""know""","""serious""","""Julie is hanging out with Mike. It&quotechars the first time the two have seen each other since Julie went on vacation, during which time she fell ill and was admitted to the hospital.""",11151,0.68,18,"""English""","""1""","""Male""","""30""","""""","""Yes""","""2""","""Windows""",768,1366,"""Chrome""","""3SBX2M1TKCMJRKNF0HKNWZH5826Q49""","""3MCFX9UVS0KBPU0GQ31JRM996HG68D""","""Language study""","""Listen to interactions and answer questions about them. You must be able to listen to short audio clips, perform this task on a desktop or laptop computer, and use Chrome, Safari, Firefox or Opera.""","""language research stanford fun cognitive science university""","""$1.20""","""Fri May 25 14:24:50 PDT 2018""","""2""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 cond""","""2400""","""60000""","""Sun Jun 24 14:24:50 PDT 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3SBX2M1TKCMJRKNF0HKNWZH5826Q49""","""3WOKGM4L71F2T4QSS5AJJBSJD7TO0U""",0,"""Submitted""","""Sat May 26 07:12:04 PDT 2018""","""Fri May 25 14:25:21 PDT 2018""","""Fri May 25 14:32:04 PDT 2018""","""""","""""","""""","""""","""""","""undefined""","""undefined""","""6.62945"""
