"workerid","strong_adjective","not_paid_attention","condition_prosody","responsequestion","exchange","question","setup_phrase","condition_knowledge","weak_adjective","context","time","response","slide_number_in_experiment","language","enjoyment","gender","age","comments","asses","education","OS","screenH","screenW","Browser","hitid","hittypeid","title","description","keywords","reward","creationtime","assignments","numavailable","numpending","numcomplete","hitstatus","reviewstatus","annotation","assignmentduration","autoapprovaldelay","hitlifetime","viewhit","assignmentid","workerid.1","assignmentstatus","autoapprovaltime","assignmentaccepttime","assignmentsubmittime","assignmentapprovaltime","assignmentrejecttime","deadline","feedback","reject","Answer.condition","Answer.hit_information","Answer.time_in_minutes"
34,"""beautiful""","false","""filler""","""Does Julie mean that her sister is attractive?""","""Mike: What does your sister look like?""","""Does Julie know exactly what Donna looks like?""","""Believe me,""","""know""","""attractive""","""Julie is having a drink with Mike. She tells him that her sister Donna is in town to visit.""",4985,1,12,"""English""","""2""","""Male""","""24""","""""","""Yes""","""3""","""Windows""",900,1600,"""Chrome""","""338431Z1FKEN7ECXWGOWFNXFLF8ROL""","""3MCFX9UVS0KBPU0GQ31JRM996HG68D""","""Language study""","""Listen to interactions and answer questions about them. You must be able to listen to short audio clips, perform this task on a desktop or laptop computer, and use Chrome, Safari, Firefox or Opera.""","""language research stanford fun cognitive science university""","""$1.20""","""Fri May 25 14:39:55 PDT 2018""","""7""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 cond""","""2400""","""60000""","""Sun Jun 24 14:39:55 PDT 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=338431Z1FKEN7ECXWGOWFNXFLF8ROL""","""3MAOD8E57Q9S89WRU2ZDD0FPX4AXNK""",6,"""Submitted""","""Sat May 26 07:47:02 PDT 2018""","""Fri May 25 14:41:13 PDT 2018""","""Fri May 25 15:07:02 PDT 2018""","""""","""""","""""","""""","""""","""undefined""","""undefined""","""3.6893333333333334"""
34,"""filthy""","false","""filler""","""Does Julie mean that her carpet was dirty?""","""Mike: What did your carpet look like?""","""Did Julie notice that her house was not clean?""","""Believe me,""","""know""","""dirty""","""Julie is having coffee with Mike. She tells him that her AirBnB guests had a huge party in her recently re-carpeted apartment.""",5951,1,13,"""English""","""2""","""Male""","""24""","""""","""Yes""","""3""","""Windows""",900,1600,"""Chrome""","""338431Z1FKEN7ECXWGOWFNXFLF8ROL""","""3MCFX9UVS0KBPU0GQ31JRM996HG68D""","""Language study""","""Listen to interactions and answer questions about them. You must be able to listen to short audio clips, perform this task on a desktop or laptop computer, and use Chrome, Safari, Firefox or Opera.""","""language research stanford fun cognitive science university""","""$1.20""","""Fri May 25 14:39:55 PDT 2018""","""7""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 cond""","""2400""","""60000""","""Sun Jun 24 14:39:55 PDT 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=338431Z1FKEN7ECXWGOWFNXFLF8ROL""","""3MAOD8E57Q9S89WRU2ZDD0FPX4AXNK""",6,"""Submitted""","""Sat May 26 07:47:02 PDT 2018""","""Fri May 25 14:41:13 PDT 2018""","""Fri May 25 15:07:02 PDT 2018""","""""","""""","""""","""""","""""","""undefined""","""undefined""","""3.6893333333333334"""
34,"""impeccible""","false","""neutral""","""Does Julie mean that his speech was impeccible?""","""Stan: What was his speech like?""","""Did Julie give a speech?""","""I don&quotechart know for sure, but""","""ignorant""","""polished""","""Stan and Julie are meeting for drinks. Neither of them could make it to their friend Mike&quotechars valedictorian speech yesterday, but Julie talked very briefly to a friend who was in attendance.""",9498,0.68,14,"""English""","""2""","""Male""","""24""","""""","""Yes""","""3""","""Windows""",900,1600,"""Chrome""","""338431Z1FKEN7ECXWGOWFNXFLF8ROL""","""3MCFX9UVS0KBPU0GQ31JRM996HG68D""","""Language study""","""Listen to interactions and answer questions about them. You must be able to listen to short audio clips, perform this task on a desktop or laptop computer, and use Chrome, Safari, Firefox or Opera.""","""language research stanford fun cognitive science university""","""$1.20""","""Fri May 25 14:39:55 PDT 2018""","""7""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 cond""","""2400""","""60000""","""Sun Jun 24 14:39:55 PDT 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=338431Z1FKEN7ECXWGOWFNXFLF8ROL""","""3MAOD8E57Q9S89WRU2ZDD0FPX4AXNK""",6,"""Submitted""","""Sat May 26 07:47:02 PDT 2018""","""Fri May 25 14:41:13 PDT 2018""","""Fri May 25 15:07:02 PDT 2018""","""""","""""","""""","""""","""""","""undefined""","""undefined""","""3.6893333333333334"""
34,"""terrifying""","false","""RFR""","""Does Julie mean that her opponent was terrifying?""","""Mike: What was your last opponent in the ring like?""","""Does Julie kickbox?""","""Believe me,""","""know""","""intimidating""","""Julie and Mike are having breakfast at home. An amateur kickboxer, Julie tells Mike about her match last night.""",17300,0.59,15,"""English""","""2""","""Male""","""24""","""""","""Yes""","""3""","""Windows""",900,1600,"""Chrome""","""338431Z1FKEN7ECXWGOWFNXFLF8ROL""","""3MCFX9UVS0KBPU0GQ31JRM996HG68D""","""Language study""","""Listen to interactions and answer questions about them. You must be able to listen to short audio clips, perform this task on a desktop or laptop computer, and use Chrome, Safari, Firefox or Opera.""","""language research stanford fun cognitive science university""","""$1.20""","""Fri May 25 14:39:55 PDT 2018""","""7""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 cond""","""2400""","""60000""","""Sun Jun 24 14:39:55 PDT 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=338431Z1FKEN7ECXWGOWFNXFLF8ROL""","""3MAOD8E57Q9S89WRU2ZDD0FPX4AXNK""",6,"""Submitted""","""Sat May 26 07:47:02 PDT 2018""","""Fri May 25 14:41:13 PDT 2018""","""Fri May 25 15:07:02 PDT 2018""","""""","""""","""""","""""","""""","""undefined""","""undefined""","""3.6893333333333334"""
34,"""hot""","false","""neutral""","""Does Julie mean that his date was hot?""","""Stan: What did his date look like?""","""Did Julie recently go on a date?""","""I don&quotechart know for sure, but""","""ignorant""","""good-looking""","""Stan and his friend Julie meet for lunch. Julie tells him about their mutual friend Mike, who just went on a date with someone Julie has never met.""",12984,0.93,16,"""English""","""2""","""Male""","""24""","""""","""Yes""","""3""","""Windows""",900,1600,"""Chrome""","""338431Z1FKEN7ECXWGOWFNXFLF8ROL""","""3MCFX9UVS0KBPU0GQ31JRM996HG68D""","""Language study""","""Listen to interactions and answer questions about them. You must be able to listen to short audio clips, perform this task on a desktop or laptop computer, and use Chrome, Safari, Firefox or Opera.""","""language research stanford fun cognitive science university""","""$1.20""","""Fri May 25 14:39:55 PDT 2018""","""7""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 cond""","""2400""","""60000""","""Sun Jun 24 14:39:55 PDT 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=338431Z1FKEN7ECXWGOWFNXFLF8ROL""","""3MAOD8E57Q9S89WRU2ZDD0FPX4AXNK""",6,"""Submitted""","""Sat May 26 07:47:02 PDT 2018""","""Fri May 25 14:41:13 PDT 2018""","""Fri May 25 15:07:02 PDT 2018""","""""","""""","""""","""""","""""","""undefined""","""undefined""","""3.6893333333333334"""
34,"""decrepit""","false","""RFR""","""Does Julie mean that her house is decrepit?""","""Mike: What does your new house look like?""","""Did Julie recently move?""","""Believe me,""","""know""","""shabby""","""Julie is on the phone with her former roommate Mike. Julie recently moved to a new city, and she tells Mike about the house she just bought.""",9003,0.73,17,"""English""","""2""","""Male""","""24""","""""","""Yes""","""3""","""Windows""",900,1600,"""Chrome""","""338431Z1FKEN7ECXWGOWFNXFLF8ROL""","""3MCFX9UVS0KBPU0GQ31JRM996HG68D""","""Language study""","""Listen to interactions and answer questions about them. You must be able to listen to short audio clips, perform this task on a desktop or laptop computer, and use Chrome, Safari, Firefox or Opera.""","""language research stanford fun cognitive science university""","""$1.20""","""Fri May 25 14:39:55 PDT 2018""","""7""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 cond""","""2400""","""60000""","""Sun Jun 24 14:39:55 PDT 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=338431Z1FKEN7ECXWGOWFNXFLF8ROL""","""3MAOD8E57Q9S89WRU2ZDD0FPX4AXNK""",6,"""Submitted""","""Sat May 26 07:47:02 PDT 2018""","""Fri May 25 14:41:13 PDT 2018""","""Fri May 25 15:07:02 PDT 2018""","""""","""""","""""","""""","""""","""undefined""","""undefined""","""3.6893333333333334"""
34,"""hysterical""","false","""neutral""","""Does Julie mean that her patient was hysterical?""","""Mike: What did your patient feel like?""","""Does Julie know exactly what state the patient was in?""","""Believe me,""","""know""","""anxious""","""Julie is having lunch with Mike. She&quotechars a doctor and tells him about a difficult patient she had to calm down today.""",10135,0.44,18,"""English""","""2""","""Male""","""24""","""""","""Yes""","""3""","""Windows""",900,1600,"""Chrome""","""338431Z1FKEN7ECXWGOWFNXFLF8ROL""","""3MCFX9UVS0KBPU0GQ31JRM996HG68D""","""Language study""","""Listen to interactions and answer questions about them. You must be able to listen to short audio clips, perform this task on a desktop or laptop computer, and use Chrome, Safari, Firefox or Opera.""","""language research stanford fun cognitive science university""","""$1.20""","""Fri May 25 14:39:55 PDT 2018""","""7""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 cond""","""2400""","""60000""","""Sun Jun 24 14:39:55 PDT 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=338431Z1FKEN7ECXWGOWFNXFLF8ROL""","""3MAOD8E57Q9S89WRU2ZDD0FPX4AXNK""",6,"""Submitted""","""Sat May 26 07:47:02 PDT 2018""","""Fri May 25 14:41:13 PDT 2018""","""Fri May 25 15:07:02 PDT 2018""","""""","""""","""""","""""","""""","""undefined""","""undefined""","""3.6893333333333334"""
34,"""expensive""","false","""control""","""Does Julie mean that her cellphone plan cheap?""","""Mike: What is your new cellphone plan like?""","""Did Julie sign up for a new cellphone plan?""","""I don&quotechart know for sure, but""","""know""","""cheap""","""Julie and Mike are two friends catching up over coffee. After Stan mentions that he needs a new cell phone plan, she talks about her own recent experience switching to a new provider.""",9188,0,19,"""English""","""2""","""Male""","""24""","""""","""Yes""","""3""","""Windows""",900,1600,"""Chrome""","""338431Z1FKEN7ECXWGOWFNXFLF8ROL""","""3MCFX9UVS0KBPU0GQ31JRM996HG68D""","""Language study""","""Listen to interactions and answer questions about them. You must be able to listen to short audio clips, perform this task on a desktop or laptop computer, and use Chrome, Safari, Firefox or Opera.""","""language research stanford fun cognitive science university""","""$1.20""","""Fri May 25 14:39:55 PDT 2018""","""7""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 cond""","""2400""","""60000""","""Sun Jun 24 14:39:55 PDT 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=338431Z1FKEN7ECXWGOWFNXFLF8ROL""","""3MAOD8E57Q9S89WRU2ZDD0FPX4AXNK""",6,"""Submitted""","""Sat May 26 07:47:02 PDT 2018""","""Fri May 25 14:41:13 PDT 2018""","""Fri May 25 15:07:02 PDT 2018""","""""","""""","""""","""""","""""","""undefined""","""undefined""","""3.6893333333333334"""
34,"""lethargic""","false","""control""","""Does Julie mean that his boss is energetic?""","""Stan: What is his new boss like?""","""Does Julie&quotechars boss have 5 kids?""","""I don&quotechart know for sure, but""","""ignorant""","""energetic""","""Julie is at home with her boyfriend Stan. She tells him about her friend Mike, who started a new job this week and is getting used to working under his new boss.""",6648,0,20,"""English""","""2""","""Male""","""24""","""""","""Yes""","""3""","""Windows""",900,1600,"""Chrome""","""338431Z1FKEN7ECXWGOWFNXFLF8ROL""","""3MCFX9UVS0KBPU0GQ31JRM996HG68D""","""Language study""","""Listen to interactions and answer questions about them. You must be able to listen to short audio clips, perform this task on a desktop or laptop computer, and use Chrome, Safari, Firefox or Opera.""","""language research stanford fun cognitive science university""","""$1.20""","""Fri May 25 14:39:55 PDT 2018""","""7""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 cond""","""2400""","""60000""","""Sun Jun 24 14:39:55 PDT 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=338431Z1FKEN7ECXWGOWFNXFLF8ROL""","""3MAOD8E57Q9S89WRU2ZDD0FPX4AXNK""",6,"""Submitted""","""Sat May 26 07:47:02 PDT 2018""","""Fri May 25 14:41:13 PDT 2018""","""Fri May 25 15:07:02 PDT 2018""","""""","""""","""""","""""","""""","""undefined""","""undefined""","""3.6893333333333334"""
34,"""respectful""","false","""control""","""Does Julie mean that his brother is rude?""","""Stan: What was his brother&quotechars behavior like?""","""Is Julie&quotechars brother talkative?""","""I don&quotechart know for sure, but""","""ignorant""","""rude""","""Julie is having lunch with Stan. She tells him about her friend Mike, who told Julie about his recent trip to a Buddhist temple with his very belligerent and talkative brother.""",5935,0.02,21,"""English""","""2""","""Male""","""24""","""""","""Yes""","""3""","""Windows""",900,1600,"""Chrome""","""338431Z1FKEN7ECXWGOWFNXFLF8ROL""","""3MCFX9UVS0KBPU0GQ31JRM996HG68D""","""Language study""","""Listen to interactions and answer questions about them. You must be able to listen to short audio clips, perform this task on a desktop or laptop computer, and use Chrome, Safari, Firefox or Opera.""","""language research stanford fun cognitive science university""","""$1.20""","""Fri May 25 14:39:55 PDT 2018""","""7""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 cond""","""2400""","""60000""","""Sun Jun 24 14:39:55 PDT 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=338431Z1FKEN7ECXWGOWFNXFLF8ROL""","""3MAOD8E57Q9S89WRU2ZDD0FPX4AXNK""",6,"""Submitted""","""Sat May 26 07:47:02 PDT 2018""","""Fri May 25 14:41:13 PDT 2018""","""Fri May 25 15:07:02 PDT 2018""","""""","""""","""""","""""","""""","""undefined""","""undefined""","""3.6893333333333334"""
34,"""tiny""","false","""control""","""Does Julie mean that her umbrella was big?""","""Mike: What was your umbrella like?""","""Did Julie need an umbrella at the festival?""","""I don&quotechart know for sure, but""","""know""","""big""","""Julie is meeting her friend Stan for brunch. She tells him about how she recently got caught in a major thunderstorm at a music festival with an umbrella but no raincoat.""",10251,0.02,22,"""English""","""2""","""Male""","""24""","""""","""Yes""","""3""","""Windows""",900,1600,"""Chrome""","""338431Z1FKEN7ECXWGOWFNXFLF8ROL""","""3MCFX9UVS0KBPU0GQ31JRM996HG68D""","""Language study""","""Listen to interactions and answer questions about them. You must be able to listen to short audio clips, perform this task on a desktop or laptop computer, and use Chrome, Safari, Firefox or Opera.""","""language research stanford fun cognitive science university""","""$1.20""","""Fri May 25 14:39:55 PDT 2018""","""7""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 cond""","""2400""","""60000""","""Sun Jun 24 14:39:55 PDT 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=338431Z1FKEN7ECXWGOWFNXFLF8ROL""","""3MAOD8E57Q9S89WRU2ZDD0FPX4AXNK""",6,"""Submitted""","""Sat May 26 07:47:02 PDT 2018""","""Fri May 25 14:41:13 PDT 2018""","""Fri May 25 15:07:02 PDT 2018""","""""","""""","""""","""""","""""","""undefined""","""undefined""","""3.6893333333333334"""
34,"""heavy""","false","""control""","""Does Julie mean that his suitcase was light?""","""Stan: What was his suitcase like?""","""Did Julie travel to Australia?""","""I don&quotechart know for sure, but""","""ignorant""","""light""","""Julie and her boyfriend Stan are getting coffee. She tells him about her friend Mike, who just mentioned to Julie that he has brought back souvenirs from Thailand for her and several other friends.""",6082,0.07,23,"""English""","""2""","""Male""","""24""","""""","""Yes""","""3""","""Windows""",900,1600,"""Chrome""","""338431Z1FKEN7ECXWGOWFNXFLF8ROL""","""3MCFX9UVS0KBPU0GQ31JRM996HG68D""","""Language study""","""Listen to interactions and answer questions about them. You must be able to listen to short audio clips, perform this task on a desktop or laptop computer, and use Chrome, Safari, Firefox or Opera.""","""language research stanford fun cognitive science university""","""$1.20""","""Fri May 25 14:39:55 PDT 2018""","""7""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 cond""","""2400""","""60000""","""Sun Jun 24 14:39:55 PDT 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=338431Z1FKEN7ECXWGOWFNXFLF8ROL""","""3MAOD8E57Q9S89WRU2ZDD0FPX4AXNK""",6,"""Submitted""","""Sat May 26 07:47:02 PDT 2018""","""Fri May 25 14:41:13 PDT 2018""","""Fri May 25 15:07:02 PDT 2018""","""""","""""","""""","""""","""""","""undefined""","""undefined""","""3.6893333333333334"""
34,"""guilty""","false","""control""","""Does Julie mean that her sister was innocent?""","""Mike: What happened with your sister?""","""Did Julie&quotechars sister get arrested for drugs?""","""I don&quotechart know for sure, but""","""know""","""innocent""","""Julie and her friend Mike meet for a walk in a park one afternoon. She reveals to Mike for the first time that she has a sister, who has been in jail for several years for felony drug possession.""",5156,0.86,24,"""English""","""2""","""Male""","""24""","""""","""Yes""","""3""","""Windows""",900,1600,"""Chrome""","""338431Z1FKEN7ECXWGOWFNXFLF8ROL""","""3MCFX9UVS0KBPU0GQ31JRM996HG68D""","""Language study""","""Listen to interactions and answer questions about them. You must be able to listen to short audio clips, perform this task on a desktop or laptop computer, and use Chrome, Safari, Firefox or Opera.""","""language research stanford fun cognitive science university""","""$1.20""","""Fri May 25 14:39:55 PDT 2018""","""7""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 cond""","""2400""","""60000""","""Sun Jun 24 14:39:55 PDT 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=338431Z1FKEN7ECXWGOWFNXFLF8ROL""","""3MAOD8E57Q9S89WRU2ZDD0FPX4AXNK""",6,"""Submitted""","""Sat May 26 07:47:02 PDT 2018""","""Fri May 25 14:41:13 PDT 2018""","""Fri May 25 15:07:02 PDT 2018""","""""","""""","""""","""""","""""","""undefined""","""undefined""","""3.6893333333333334"""
35,"""decrepit""","false","""RFR""","""Does Julie mean that her house is decrepit?""","""Mike: What does your new house look like?""","""Did Julie recently move?""","""Believe me,""","""know""","""shabby""","""Julie is on the phone with her former roommate Mike. Julie recently moved to a new city, and she tells Mike about the house she just bought.""",28105,0.34,3,"""English""","""2""","""Male""","""27""","""""","""Yes""","""2""","""Windows""",864,1536,"""Chrome""","""3J5XXLQDHLAQEW0SM29ESHO7BUQ3VW""","""3MCFX9UVS0KBPU0GQ31JRM996HG68D""","""Language study""","""Listen to interactions and answer questions about them. You must be able to listen to short audio clips, perform this task on a desktop or laptop computer, and use Chrome, Safari, Firefox or Opera.""","""language research stanford fun cognitive science university""","""$1.20""","""Fri May 25 14:39:58 PDT 2018""","""7""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 cond""","""2400""","""60000""","""Sun Jun 24 14:39:58 PDT 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3J5XXLQDHLAQEW0SM29ESHO7BUQ3VW""","""39LOEL67OS4VP4294B36ON0Q1EA837""",0,"""Submitted""","""Sat May 26 07:26:06 PDT 2018""","""Fri May 25 14:40:07 PDT 2018""","""Fri May 25 14:46:06 PDT 2018""","""""","""""","""""","""""","""""","""undefined""","""undefined""","""5.8921166666666664"""
35,"""exhausting""","false","""neutral""","""Does Julie mean that her hike was exhausting?""","""Mike: What was your hike like?""","""Did Julie go on a hike in the Alps?""","""Believe me,""","""know""","""strenuous""","""Julie is having dinner with her roommate Mike. The two talk about Julie&quotechars recent trip to Switzerland, where Julie completed a multi-day hike through the Alps.""",11511,1,4,"""English""","""2""","""Male""","""27""","""""","""Yes""","""2""","""Windows""",864,1536,"""Chrome""","""3J5XXLQDHLAQEW0SM29ESHO7BUQ3VW""","""3MCFX9UVS0KBPU0GQ31JRM996HG68D""","""Language study""","""Listen to interactions and answer questions about them. You must be able to listen to short audio clips, perform this task on a desktop or laptop computer, and use Chrome, Safari, Firefox or Opera.""","""language research stanford fun cognitive science university""","""$1.20""","""Fri May 25 14:39:58 PDT 2018""","""7""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 cond""","""2400""","""60000""","""Sun Jun 24 14:39:58 PDT 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3J5XXLQDHLAQEW0SM29ESHO7BUQ3VW""","""39LOEL67OS4VP4294B36ON0Q1EA837""",0,"""Submitted""","""Sat May 26 07:26:06 PDT 2018""","""Fri May 25 14:40:07 PDT 2018""","""Fri May 25 14:46:06 PDT 2018""","""""","""""","""""","""""","""""","""undefined""","""undefined""","""5.8921166666666664"""
35,"""terrifying""","false","""neutral""","""Does Julie mean that his opponent was terrifying?""","""Stan: What was his last opponent in the ring like?""","""Does Julie kickbox?""","""I don&quotechart know for sure, but""","""ignorant""","""intimidating""","""Julie and Stan are having breakfast at home. She tells him about their mutual friend Mike, an amateur kickboxer who Julie recently got coffee with after his most recent out-of-town match.""",21943,0,5,"""English""","""2""","""Male""","""27""","""""","""Yes""","""2""","""Windows""",864,1536,"""Chrome""","""3J5XXLQDHLAQEW0SM29ESHO7BUQ3VW""","""3MCFX9UVS0KBPU0GQ31JRM996HG68D""","""Language study""","""Listen to interactions and answer questions about them. You must be able to listen to short audio clips, perform this task on a desktop or laptop computer, and use Chrome, Safari, Firefox or Opera.""","""language research stanford fun cognitive science university""","""$1.20""","""Fri May 25 14:39:58 PDT 2018""","""7""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 cond""","""2400""","""60000""","""Sun Jun 24 14:39:58 PDT 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3J5XXLQDHLAQEW0SM29ESHO7BUQ3VW""","""39LOEL67OS4VP4294B36ON0Q1EA837""",0,"""Submitted""","""Sat May 26 07:26:06 PDT 2018""","""Fri May 25 14:40:07 PDT 2018""","""Fri May 25 14:46:06 PDT 2018""","""""","""""","""""","""""","""""","""undefined""","""undefined""","""5.8921166666666664"""
35,"""filthy""","false","""RFR""","""Does Julie mean that her carpet was filthy?""","""Mike: What did your carpet look like?""","""Did Julie notice that her house was not clean?""","""Believe me,""","""know""","""dirty""","""Julie is having coffee with Mike. She tells him that her AirBnB guests had a huge party in her recently re-carpeted apartment.""",11160,1,6,"""English""","""2""","""Male""","""27""","""""","""Yes""","""2""","""Windows""",864,1536,"""Chrome""","""3J5XXLQDHLAQEW0SM29ESHO7BUQ3VW""","""3MCFX9UVS0KBPU0GQ31JRM996HG68D""","""Language study""","""Listen to interactions and answer questions about them. You must be able to listen to short audio clips, perform this task on a desktop or laptop computer, and use Chrome, Safari, Firefox or Opera.""","""language research stanford fun cognitive science university""","""$1.20""","""Fri May 25 14:39:58 PDT 2018""","""7""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 cond""","""2400""","""60000""","""Sun Jun 24 14:39:58 PDT 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3J5XXLQDHLAQEW0SM29ESHO7BUQ3VW""","""39LOEL67OS4VP4294B36ON0Q1EA837""",0,"""Submitted""","""Sat May 26 07:26:06 PDT 2018""","""Fri May 25 14:40:07 PDT 2018""","""Fri May 25 14:46:06 PDT 2018""","""""","""""","""""","""""","""""","""undefined""","""undefined""","""5.8921166666666664"""
35,"""hysterical""","false","""RFR""","""Does Julie mean that his patient was hysterical?""","""Stan: What did his patient feel like?""","""Does Julie know exactly what state the patient was in?""","""I don&quotechart know for sure, but""","""ignorant""","""anxious""","""Julie is having lunch with Stan. She tells him about their friend Mike, who is a doctor and had to calm down a difficult patient today.""",12128,0,7,"""English""","""2""","""Male""","""27""","""""","""Yes""","""2""","""Windows""",864,1536,"""Chrome""","""3J5XXLQDHLAQEW0SM29ESHO7BUQ3VW""","""3MCFX9UVS0KBPU0GQ31JRM996HG68D""","""Language study""","""Listen to interactions and answer questions about them. You must be able to listen to short audio clips, perform this task on a desktop or laptop computer, and use Chrome, Safari, Firefox or Opera.""","""language research stanford fun cognitive science university""","""$1.20""","""Fri May 25 14:39:58 PDT 2018""","""7""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 cond""","""2400""","""60000""","""Sun Jun 24 14:39:58 PDT 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3J5XXLQDHLAQEW0SM29ESHO7BUQ3VW""","""39LOEL67OS4VP4294B36ON0Q1EA837""",0,"""Submitted""","""Sat May 26 07:26:06 PDT 2018""","""Fri May 25 14:40:07 PDT 2018""","""Fri May 25 14:46:06 PDT 2018""","""""","""""","""""","""""","""""","""undefined""","""undefined""","""5.8921166666666664"""
35,"""hideous""","false","""RFR""","""Does Julie mean that his bridesmaid dress was hideous?""","""Stan: What did her bridesmaid dress look like?""","""Did Julie choose her bridesmaid dress?""","""I don&quotechart know for sure, but""","""ignorant""","""ugly""","""Julie is getting lunch with her boyfriend Stan. Julie had a brief conversation this morning with her friend Sophie, who recently came back from a wedding in which she was a bridesmaid for a friend with notoriously poor taste in dresses.""",12008,1,8,"""English""","""2""","""Male""","""27""","""""","""Yes""","""2""","""Windows""",864,1536,"""Chrome""","""3J5XXLQDHLAQEW0SM29ESHO7BUQ3VW""","""3MCFX9UVS0KBPU0GQ31JRM996HG68D""","""Language study""","""Listen to interactions and answer questions about them. You must be able to listen to short audio clips, perform this task on a desktop or laptop computer, and use Chrome, Safari, Firefox or Opera.""","""language research stanford fun cognitive science university""","""$1.20""","""Fri May 25 14:39:58 PDT 2018""","""7""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 cond""","""2400""","""60000""","""Sun Jun 24 14:39:58 PDT 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3J5XXLQDHLAQEW0SM29ESHO7BUQ3VW""","""39LOEL67OS4VP4294B36ON0Q1EA837""",0,"""Submitted""","""Sat May 26 07:26:06 PDT 2018""","""Fri May 25 14:40:07 PDT 2018""","""Fri May 25 14:46:06 PDT 2018""","""""","""""","""""","""""","""""","""undefined""","""undefined""","""5.8921166666666664"""
35,"""articulate""","false","""neutral""","""Does Julie mean that his presentation was articulate?""","""Stan: What was his presentation for your job interview like?""","""Did Julie give a speech about scientific findings?""","""I don&quotechart know for sure, but""","""ignorant""","""understandable""","""Julie is at home with her roommate Stan. They discuss their anxiety-prone mutual friend Mike, who recently told Julie about a high-stakes interview he had for a job in communications.""",15072,0.16,9,"""English""","""2""","""Male""","""27""","""""","""Yes""","""2""","""Windows""",864,1536,"""Chrome""","""3J5XXLQDHLAQEW0SM29ESHO7BUQ3VW""","""3MCFX9UVS0KBPU0GQ31JRM996HG68D""","""Language study""","""Listen to interactions and answer questions about them. You must be able to listen to short audio clips, perform this task on a desktop or laptop computer, and use Chrome, Safari, Firefox or Opera.""","""language research stanford fun cognitive science university""","""$1.20""","""Fri May 25 14:39:58 PDT 2018""","""7""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 cond""","""2400""","""60000""","""Sun Jun 24 14:39:58 PDT 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3J5XXLQDHLAQEW0SM29ESHO7BUQ3VW""","""39LOEL67OS4VP4294B36ON0Q1EA837""",0,"""Submitted""","""Sat May 26 07:26:06 PDT 2018""","""Fri May 25 14:40:07 PDT 2018""","""Fri May 25 14:46:06 PDT 2018""","""""","""""","""""","""""","""""","""undefined""","""undefined""","""5.8921166666666664"""
