workerid,strong_adjective,not_paid_attention,condition_prosody,responsequestion,exchange,question,pre_check_response,condition_knowledge,weak_adjective,valence,context,time,num_plays,response,slide_number_in_experiment,language,enjoyment,gender,age,comments,asses,education,OS,screenH,screenW,Browser,hitid,hittypeid,title,description,keywords,reward,creationtime,assignments,numavailable,numpending,numcomplete,hitstatus,reviewstatus,annotation,assignmentduration,autoapprovaldelay,hitlifetime,viewhit,assignmentid,workerid,assignmentstatus,autoapprovaltime,assignmentaccepttime,assignmentsubmittime,assignmentapprovaltime,assignmentrejecttime,deadline,feedback,reject,Answer.condition,Answer.hit_information,Answer.time_in_minutes
17,beautiful,FALSE,RFR,Does Julie mean that her sister is beautiful?,Mike: What does your sister look like?,Is Julie&quotechars sister looking for a date?,yes,know,attractive,pos,"Julie&quotechars sister is in town to visit. She is currently between relationships and wouldn&quotechart mind going out on a date during her visit. During a break at work, Julie has a coffee with Mike and asks him whether some of his single friends that might be interested in a blind date with her sister. Mike asks Julie several questions about her sister.",12951,1,0.88,20,english,2,Male,22,,Yes,3,Windows,768,1366,Chrome,36BTXXLZ2V8ZENJ6SEFS4X6EZUH4RI,3NWM3X0LA7LPP30KTPJPGTWNK4SXPI,Language study,"Listen to interactions and answer questions about them. You must be able to listen to short audio clips, perform this task on a desktop or laptop computer, and use Chrome, Safari, Firefox or Opera.",language research stanford fun cognitive science university,$1.60 ,Mon Dec 11 10:58:52 PST 2017,110,0,0,0,Reviewable,NotReviewed,1 cond,2400,60000,Wed Jan 10 10:58:52 PST 2018,https://requester.mturk.com/mturk/manageHIT?HITId=36BTXXLZ2V8ZENJ6SEFS4X6EZUH4RI,3EFVCAY5L39MLJLPME1Y82WGD70J8B,17,Submitted,Tue Dec 12 03:50:50 PST 2017,Mon Dec 11 10:59:14 PST 2017,Mon Dec 11 11:10:50 PST 2017,,,,,,undefined,undefined,7.076366667
18,beautiful,FALSE,neutral,Does Julie mean that his sister is beautiful?,Stan: What does his sister look like?,Is Julie&quotechars sister looking for a date?,no,ignorant,attractive,pos,"Mike tells Julie that his sister is in town to visit. Although Julie has never seen her in person, she has seen an old picture of her in a large group on Facebook. Later, Julie gets lunch with her boyfriend Stan. Stan&quotechars friend is looking for a blind date and Stan heard about Mike&quotechars sister being in town. Stan asks Julie what she knows about Mike&quotechars sister.",29953,1,1,4,English,1,Male,26,,Yes,3,Windows,1440,3440,Chrome,36BTXXLZ2V8ZENJ6SEFS4X6EZUH4RI,3NWM3X0LA7LPP30KTPJPGTWNK4SXPI,Language study,"Listen to interactions and answer questions about them. You must be able to listen to short audio clips, perform this task on a desktop or laptop computer, and use Chrome, Safari, Firefox or Opera.",language research stanford fun cognitive science university,$1.60 ,Mon Dec 11 10:58:52 PST 2017,110,0,0,0,Reviewable,NotReviewed,1 cond,2400,60000,Wed Jan 10 10:58:52 PST 2018,https://requester.mturk.com/mturk/manageHIT?HITId=36BTXXLZ2V8ZENJ6SEFS4X6EZUH4RI,3KJYX6QCM9BKWVH2U7C80GGOO51VJS,18,Submitted,Tue Dec 12 03:51:08 PST 2017,Mon Dec 11 10:59:17 PST 2017,Mon Dec 11 11:11:08 PST 2017,,,,,,undefined,undefined,11.8137
19,beautiful,FALSE,RFR,Does Julie mean that her sister is beautiful?,Mike: What does your sister look like?,Is Julie&quotechars sister looking for a date?,yes,know,attractive,pos,"Julie&quotechars sister is in town to visit. She is currently between relationships and wouldn&quotechart mind going out on a date during her visit. During a break at work, Julie has a coffee with Mike and asks him whether some of his single friends that might be interested in a blind date with her sister. Mike asks Julie several questions about her sister.",41909,1,0.91,19,English,2,Male,34,,Yes,3,Windows,1080,1920,Chrome,36BTXXLZ2V8ZENJ6SEFS4X6EZUH4RI,3NWM3X0LA7LPP30KTPJPGTWNK4SXPI,Language study,"Listen to interactions and answer questions about them. You must be able to listen to short audio clips, perform this task on a desktop or laptop computer, and use Chrome, Safari, Firefox or Opera.",language research stanford fun cognitive science university,$1.60 ,Mon Dec 11 10:58:52 PST 2017,110,0,0,0,Reviewable,NotReviewed,1 cond,2400,60000,Wed Jan 10 10:58:52 PST 2018,https://requester.mturk.com/mturk/manageHIT?HITId=36BTXXLZ2V8ZENJ6SEFS4X6EZUH4RI,34HJIJKLP5WUTDYHR0P4UER568BV41,19,Submitted,Tue Dec 12 03:51:09 PST 2017,Mon Dec 11 10:59:04 PST 2017,Mon Dec 11 11:11:09 PST 2017,,,,,,undefined,undefined,6.1603
20,beautiful,FALSE,neutral,Does Julie mean that his sister is beautiful?,Stan: What does his sister look like?,Is Julie&quotechars sister looking for a date?,no,ignorant,attractive,pos,"Mike tells Julie that his sister is in town to visit. Although Julie has never seen her in person, she has seen an old picture of her in a large group on Facebook. Later, Julie gets lunch with her boyfriend Stan. Stan&quotechars friend is looking for a blind date and Stan heard about Mike&quotechars sister being in town. Stan asks Julie what she knows about Mike&quotechars sister.",25184,1,0.87,14,english,2,Female,37,,Yes,3,Windows,1024,1280,Chrome,36BTXXLZ2V8ZENJ6SEFS4X6EZUH4RI,3NWM3X0LA7LPP30KTPJPGTWNK4SXPI,Language study,"Listen to interactions and answer questions about them. You must be able to listen to short audio clips, perform this task on a desktop or laptop computer, and use Chrome, Safari, Firefox or Opera.",language research stanford fun cognitive science university,$1.60 ,Mon Dec 11 10:58:52 PST 2017,110,0,0,0,Reviewable,NotReviewed,1 cond,2400,60000,Wed Jan 10 10:58:52 PST 2018,https://requester.mturk.com/mturk/manageHIT?HITId=36BTXXLZ2V8ZENJ6SEFS4X6EZUH4RI,3F0BG9B9MPN8GUB5Y9AV4PF9FR3Y7X,20,Submitted,Tue Dec 12 03:51:26 PST 2017,Mon Dec 11 10:59:12 PST 2017,Mon Dec 11 11:11:26 PST 2017,,,,,,undefined,undefined,12.11423333
21,beautiful,FALSE,RFR,Does Julie mean that her sister is beautiful?,Mike: What does your sister look like?,Is Julie&quotechars sister looking for a date?,yes,know,attractive,pos,"Julie&quotechars sister is in town to visit. She is currently between relationships and wouldn&quotechart mind going out on a date during her visit. During a break at work, Julie has a coffee with Mike and asks him whether some of his single friends that might be interested in a blind date with her sister. Mike asks Julie several questions about her sister.",23262,1,0.67,3,English,1,Male,28,,Yes,3,Windows,1024,1280,Chrome,36BTXXLZ2V8ZENJ6SEFS4X6EZUH4RI,3NWM3X0LA7LPP30KTPJPGTWNK4SXPI,Language study,"Listen to interactions and answer questions about them. You must be able to listen to short audio clips, perform this task on a desktop or laptop computer, and use Chrome, Safari, Firefox or Opera.",language research stanford fun cognitive science university,$1.60 ,Mon Dec 11 10:58:52 PST 2017,110,0,0,0,Reviewable,NotReviewed,1 cond,2400,60000,Wed Jan 10 10:58:52 PST 2018,https://requester.mturk.com/mturk/manageHIT?HITId=36BTXXLZ2V8ZENJ6SEFS4X6EZUH4RI,3TR2532VIPUZH521TZ40OO0P7CAJ6P,21,Submitted,Tue Dec 12 03:51:37 PST 2017,Mon Dec 11 10:59:14 PST 2017,Mon Dec 11 11:11:37 PST 2017,,,,,,undefined,undefined,12.35563333
22,beautiful,FALSE,filler,Does Julie mean that his sister is attractive?,Stan: What does his sister look like?,Is Julie&quotechars sister looking for a date?,no,ignorant,attractive,pos,"Mike tells Julie that his sister is in town to visit. Although Julie has never seen her in person, she has seen an old picture of her in a large group on Facebook. Later, Julie gets lunch with her boyfriend Stan. Stan&quotechars friend is looking for a blind date and Stan heard about Mike&quotechars sister being in town. Stan asks Julie what she knows about Mike&quotechars sister.",19068,1,0.95,12,English,1,Male,34,,Yes,2,Windows,1080,1920,Chrome,36BTXXLZ2V8ZENJ6SEFS4X6EZUH4RI,3NWM3X0LA7LPP30KTPJPGTWNK4SXPI,Language study,"Listen to interactions and answer questions about them. You must be able to listen to short audio clips, perform this task on a desktop or laptop computer, and use Chrome, Safari, Firefox or Opera.",language research stanford fun cognitive science university,$1.60 ,Mon Dec 11 10:58:52 PST 2017,110,0,0,0,Reviewable,NotReviewed,1 cond,2400,60000,Wed Jan 10 10:58:52 PST 2018,https://requester.mturk.com/mturk/manageHIT?HITId=36BTXXLZ2V8ZENJ6SEFS4X6EZUH4RI,3QL2OFSM96IKGC2NIO9V3V9GCIQNCP,22,Submitted,Tue Dec 12 03:51:42 PST 2017,Mon Dec 11 10:59:14 PST 2017,Mon Dec 11 11:11:42 PST 2017,,,,,,undefined,undefined,12.33555
23,beautiful,FALSE,neutral,Does Julie mean that his sister is beautiful?,Stan: What does his sister look like?,Is Julie&quotechars sister looking for a date?,no,ignorant,attractive,pos,"Mike tells Julie that his sister is in town to visit. Although Julie has never seen her in person, she has seen an old picture of her in a large group on Facebook. Later, Julie gets lunch with her boyfriend Stan. Stan&quotechars friend is looking for a blind date and Stan heard about Mike&quotechars sister being in town. Stan asks Julie what she knows about Mike&quotechars sister.",34808,1,0.94,4,english,2,Male,42,No problem with the HIT but was curious as to what it was for,Yes,2,Windows,1080,1920,Chrome,36BTXXLZ2V8ZENJ6SEFS4X6EZUH4RI,3NWM3X0LA7LPP30KTPJPGTWNK4SXPI,Language study,"Listen to interactions and answer questions about them. You must be able to listen to short audio clips, perform this task on a desktop or laptop computer, and use Chrome, Safari, Firefox or Opera.",language research stanford fun cognitive science university,$1.60 ,Mon Dec 11 10:58:52 PST 2017,110,0,0,0,Reviewable,NotReviewed,1 cond,2400,60000,Wed Jan 10 10:58:52 PST 2018,https://requester.mturk.com/mturk/manageHIT?HITId=36BTXXLZ2V8ZENJ6SEFS4X6EZUH4RI,3WS1NTTKEYCOYSUQ8KXY0PY61280F3,23,Submitted,Tue Dec 12 03:51:51 PST 2017,Mon Dec 11 10:59:11 PST 2017,Mon Dec 11 11:11:51 PST 2017,,,,,,undefined,undefined,12.60688333
24,beautiful,TRUE,filler,Does Julie mean that his sister is attractive?,Stan: What does his sister look like?,Is Julie&quotechars sister looking for a date?,no,ignorant,attractive,pos,"Mike tells Julie that his sister is in town to visit. Although Julie has never seen her in person, she has seen an old picture of her in a large group on Facebook. Later, Julie gets lunch with her boyfriend Stan. Stan&quotechars friend is looking for a blind date and Stan heard about Mike&quotechars sister being in town. Stan asks Julie what she knows about Mike&quotechars sister.",9200,1,1,18,English,1,Male,25,Thanks.,Yes,2,Windows,1080,1920,Chrome,36BTXXLZ2V8ZENJ6SEFS4X6EZUH4RI,3NWM3X0LA7LPP30KTPJPGTWNK4SXPI,Language study,"Listen to interactions and answer questions about them. You must be able to listen to short audio clips, perform this task on a desktop or laptop computer, and use Chrome, Safari, Firefox or Opera.",language research stanford fun cognitive science university,$1.60 ,Mon Dec 11 10:58:52 PST 2017,110,0,0,0,Reviewable,NotReviewed,1 cond,2400,60000,Wed Jan 10 10:58:52 PST 2018,https://requester.mturk.com/mturk/manageHIT?HITId=36BTXXLZ2V8ZENJ6SEFS4X6EZUH4RI,3AWETUDC92S5A426DMGB9LEKZ1IIZ3,24,Submitted,Tue Dec 12 03:52:03 PST 2017,Mon Dec 11 10:59:08 PST 2017,Mon Dec 11 11:12:03 PST 2017,,,,,,undefined,undefined,5.81235
25,beautiful,FALSE,neutral,Does Julie mean that her sister is beautiful?,Mike: What does your sister look like?,Is Julie&quotechars sister looking for a date?,yes,know,attractive,pos,"Julie&quotechars sister is in town to visit. She is currently between relationships and wouldn&quotechart mind going out on a date during her visit. During a break at work, Julie has a coffee with Mike and asks him whether some of his single friends that might be interested in a blind date with her sister. Mike asks Julie several questions about her sister.",16632,0,0.9,13,english,2,Male,25,,Yes,3,Windows,1080,1920,Chrome,36BTXXLZ2V8ZENJ6SEFS4X6EZUH4RI,3NWM3X0LA7LPP30KTPJPGTWNK4SXPI,Language study,"Listen to interactions and answer questions about them. You must be able to listen to short audio clips, perform this task on a desktop or laptop computer, and use Chrome, Safari, Firefox or Opera.",language research stanford fun cognitive science university,$1.60 ,Mon Dec 11 10:58:52 PST 2017,110,0,0,0,Reviewable,NotReviewed,1 cond,2400,60000,Wed Jan 10 10:58:52 PST 2018,https://requester.mturk.com/mturk/manageHIT?HITId=36BTXXLZ2V8ZENJ6SEFS4X6EZUH4RI,3NVC2EB65QZQFBAIWX75R83TAPI3YY,25,Submitted,Tue Dec 12 03:52:06 PST 2017,Mon Dec 11 11:01:41 PST 2017,Mon Dec 11 11:12:06 PST 2017,,,,,,undefined,undefined,10.21436667
26,beautiful,FALSE,RFR,Does Julie mean that her sister is beautiful?,Mike: What does your sister look like?,Is Julie&quotechars sister looking for a date?,yes,know,attractive,pos,"Julie&quotechars sister is in town to visit. She is currently between relationships and wouldn&quotechart mind going out on a date during her visit. During a break at work, Julie has a coffee with Mike and asks him whether some of his single friends that might be interested in a blind date with her sister. Mike asks Julie several questions about her sister.",12122,1,0.74,6,engilish,1,Male,36,Thanks!!,Yes,3,Linux,768,1360,Chrome,36BTXXLZ2V8ZENJ6SEFS4X6EZUH4RI,3NWM3X0LA7LPP30KTPJPGTWNK4SXPI,Language study,"Listen to interactions and answer questions about them. You must be able to listen to short audio clips, perform this task on a desktop or laptop computer, and use Chrome, Safari, Firefox or Opera.",language research stanford fun cognitive science university,$1.60 ,Mon Dec 11 10:58:52 PST 2017,110,0,0,0,Reviewable,NotReviewed,1 cond,2400,60000,Wed Jan 10 10:58:52 PST 2018,https://requester.mturk.com/mturk/manageHIT?HITId=36BTXXLZ2V8ZENJ6SEFS4X6EZUH4RI,36AHBNMV1RCOX3CFPMDH4HP5126YDQ,26,Submitted,Tue Dec 12 03:52:20 PST 2017,Mon Dec 11 10:59:17 PST 2017,Mon Dec 11 11:12:20 PST 2017,,,,,,undefined,undefined,12.92423333
27,beautiful,FALSE,filler,Does Julie mean that her sister is attractive?,Mike: What does your sister look like?,Is Julie&quotechars sister looking for a date?,yes,know,attractive,pos,"Julie&quotechars sister is in town to visit. She is currently between relationships and wouldn&quotechart mind going out on a date during her visit. During a break at work, Julie has a coffee with Mike and asks him whether some of his single friends that might be interested in a blind date with her sister. Mike asks Julie several questions about her sister.",30678,1,1,4,English,2,Male,31,,Yes,1,Windows,1080,1920,Chrome,36BTXXLZ2V8ZENJ6SEFS4X6EZUH4RI,3NWM3X0LA7LPP30KTPJPGTWNK4SXPI,Language study,"Listen to interactions and answer questions about them. You must be able to listen to short audio clips, perform this task on a desktop or laptop computer, and use Chrome, Safari, Firefox or Opera.",language research stanford fun cognitive science university,$1.60 ,Mon Dec 11 10:58:52 PST 2017,110,0,0,0,Reviewable,NotReviewed,1 cond,2400,60000,Wed Jan 10 10:58:52 PST 2018,https://requester.mturk.com/mturk/manageHIT?HITId=36BTXXLZ2V8ZENJ6SEFS4X6EZUH4RI,33JKGHPFYCUXPYEEVD396RES6WUNM7,27,Submitted,Tue Dec 12 03:52:29 PST 2017,Mon Dec 11 10:59:17 PST 2017,Mon Dec 11 11:12:29 PST 2017,,,,,,undefined,undefined,13.11456667
28,beautiful,FALSE,filler,Does Julie mean that his sister is attractive?,Stan: What does his sister look like?,Is Julie&quotechars sister looking for a date?,no,ignorant,attractive,pos,"Mike tells Julie that his sister is in town to visit. Although Julie has never seen her in person, she has seen an old picture of her in a large group on Facebook. Later, Julie gets lunch with her boyfriend Stan. Stan&quotechars friend is looking for a blind date and Stan heard about Mike&quotechars sister being in town. Stan asks Julie what she knows about Mike&quotechars sister.",26326,2,1,16,,1,,,,Yes,-1,Windows,1080,1920,Chrome,36BTXXLZ2V8ZENJ6SEFS4X6EZUH4RI,3NWM3X0LA7LPP30KTPJPGTWNK4SXPI,Language study,"Listen to interactions and answer questions about them. You must be able to listen to short audio clips, perform this task on a desktop or laptop computer, and use Chrome, Safari, Firefox or Opera.",language research stanford fun cognitive science university,$1.60 ,Mon Dec 11 10:58:52 PST 2017,110,0,0,0,Reviewable,NotReviewed,1 cond,2400,60000,Wed Jan 10 10:58:52 PST 2018,https://requester.mturk.com/mturk/manageHIT?HITId=36BTXXLZ2V8ZENJ6SEFS4X6EZUH4RI,3EF8EXOTT1V4AJ14NTSJTS98Z1UJ1R,28,Submitted,Tue Dec 12 03:52:33 PST 2017,Mon Dec 11 10:59:10 PST 2017,Mon Dec 11 11:12:33 PST 2017,,,,,,undefined,undefined,6.02015
29,beautiful,FALSE,neutral,Does Julie mean that her sister is beautiful?,Mike: What does your sister look like?,Is Julie&quotechars sister looking for a date?,yes,know,attractive,pos,"Julie&quotechars sister is in town to visit. She is currently between relationships and wouldn&quotechart mind going out on a date during her visit. During a break at work, Julie has a coffee with Mike and asks him whether some of his single friends that might be interested in a blind date with her sister. Mike asks Julie several questions about her sister.",14944,1,0.93,16,English,1,Female,33,,Yes,3,Mac,1155,1848,Firefox,36BTXXLZ2V8ZENJ6SEFS4X6EZUH4RI,3NWM3X0LA7LPP30KTPJPGTWNK4SXPI,Language study,"Listen to interactions and answer questions about them. You must be able to listen to short audio clips, perform this task on a desktop or laptop computer, and use Chrome, Safari, Firefox or Opera.",language research stanford fun cognitive science university,$1.60 ,Mon Dec 11 10:58:52 PST 2017,110,0,0,0,Reviewable,NotReviewed,1 cond,2400,60000,Wed Jan 10 10:58:52 PST 2018,https://requester.mturk.com/mturk/manageHIT?HITId=36BTXXLZ2V8ZENJ6SEFS4X6EZUH4RI,3MRNMEIQW564X45G67ORA9N9SN2LDL,29,Submitted,Tue Dec 12 03:52:34 PST 2017,Mon Dec 11 10:59:13 PST 2017,Mon Dec 11 11:12:34 PST 2017,,,,,,undefined,undefined,10.85465
30,beautiful,FALSE,RFR,Does Julie mean that her sister is beautiful?,Mike: What does your sister look like?,Is Julie&quotechars sister looking for a date?,yes,know,attractive,pos,"Julie&quotechars sister is in town to visit. She is currently between relationships and wouldn&quotechart mind going out on a date during her visit. During a break at work, Julie has a coffee with Mike and asks him whether some of his single friends that might be interested in a blind date with her sister. Mike asks Julie several questions about her sister.",29036,1,0.95,18,English,1,Male,33,,Yes,3,Windows,768,1366,Chrome,36BTXXLZ2V8ZENJ6SEFS4X6EZUH4RI,3NWM3X0LA7LPP30KTPJPGTWNK4SXPI,Language study,"Listen to interactions and answer questions about them. You must be able to listen to short audio clips, perform this task on a desktop or laptop computer, and use Chrome, Safari, Firefox or Opera.",language research stanford fun cognitive science university,$1.60 ,Mon Dec 11 10:58:52 PST 2017,110,0,0,0,Reviewable,NotReviewed,1 cond,2400,60000,Wed Jan 10 10:58:52 PST 2018,https://requester.mturk.com/mturk/manageHIT?HITId=36BTXXLZ2V8ZENJ6SEFS4X6EZUH4RI,34BBWHLWHAB1G9X12ZW4AHK2IZEIWD,30,Submitted,Tue Dec 12 03:53:01 PST 2017,Mon Dec 11 10:59:06 PST 2017,Mon Dec 11 11:13:01 PST 2017,,,,,,undefined,undefined,10.03571667
31,beautiful,FALSE,neutral,Does Julie mean that her sister is beautiful?,Mike: What does your sister look like?,Is Julie&quotechars sister looking for a date?,yes,know,attractive,pos,"Julie&quotechars sister is in town to visit. She is currently between relationships and wouldn&quotechart mind going out on a date during her visit. During a break at work, Julie has a coffee with Mike and asks him whether some of his single friends that might be interested in a blind date with her sister. Mike asks Julie several questions about her sister.",19119,1,0.77,3,english,0,Male,25,,Yes,2,Windows,1080,1920,Firefox,36BTXXLZ2V8ZENJ6SEFS4X6EZUH4RI,3NWM3X0LA7LPP30KTPJPGTWNK4SXPI,Language study,"Listen to interactions and answer questions about them. You must be able to listen to short audio clips, perform this task on a desktop or laptop computer, and use Chrome, Safari, Firefox or Opera.",language research stanford fun cognitive science university,$1.60 ,Mon Dec 11 10:58:52 PST 2017,110,0,0,0,Reviewable,NotReviewed,1 cond,2400,60000,Wed Jan 10 10:58:52 PST 2018,https://requester.mturk.com/mturk/manageHIT?HITId=36BTXXLZ2V8ZENJ6SEFS4X6EZUH4RI,3QAVNHZ3EM46ZX24MXXPK8F37K5LAJ,31,Submitted,Tue Dec 12 03:53:30 PST 2017,Mon Dec 11 10:59:09 PST 2017,Mon Dec 11 11:13:30 PST 2017,,,,,,undefined,undefined,14.2823
32,beautiful,FALSE,RFR,Does Julie mean that her sister is beautiful?,Mike: What does your sister look like?,Is Julie&quotechars sister looking for a date?,yes,know,attractive,pos,"Julie&quotechars sister is in town to visit. She is currently between relationships and wouldn&quotechart mind going out on a date during her visit. During a break at work, Julie has a coffee with Mike and asks him whether some of his single friends that might be interested in a blind date with her sister. Mike asks Julie several questions about her sister.",25044,1,0.78,4,English,1,Other,19,,Yes,1,Windows,1080,1920,Chrome,36BTXXLZ2V8ZENJ6SEFS4X6EZUH4RI,3NWM3X0LA7LPP30KTPJPGTWNK4SXPI,Language study,"Listen to interactions and answer questions about them. You must be able to listen to short audio clips, perform this task on a desktop or laptop computer, and use Chrome, Safari, Firefox or Opera.",language research stanford fun cognitive science university,$1.60 ,Mon Dec 11 10:58:52 PST 2017,110,0,0,0,Reviewable,NotReviewed,1 cond,2400,60000,Wed Jan 10 10:58:52 PST 2018,https://requester.mturk.com/mturk/manageHIT?HITId=36BTXXLZ2V8ZENJ6SEFS4X6EZUH4RI,3I0BTBYZAXLUYJBLDAPMPA5M7DXY0X,32,Submitted,Tue Dec 12 03:53:32 PST 2017,Mon Dec 11 10:59:07 PST 2017,Mon Dec 11 11:13:32 PST 2017,,,,,,undefined,undefined,6.5721
33,beautiful,FALSE,RFR,Does Julie mean that his sister is beautiful?,Stan: What does his sister look like?,Is Julie&quotechars sister looking for a date?,no,ignorant,attractive,pos,"Mike tells Julie that his sister is in town to visit. Although Julie has never seen her in person, she has seen an old picture of her in a large group on Facebook. Later, Julie gets lunch with her boyfriend Stan. Stan&quotechars friend is looking for a blind date and Stan heard about Mike&quotechars sister being in town. Stan asks Julie what she knows about Mike&quotechars sister.",15974,1,0.31,19,English,2,Female,44,,Yes,2,Windows,900,1600,Chrome,36BTXXLZ2V8ZENJ6SEFS4X6EZUH4RI,3NWM3X0LA7LPP30KTPJPGTWNK4SXPI,Language study,"Listen to interactions and answer questions about them. You must be able to listen to short audio clips, perform this task on a desktop or laptop computer, and use Chrome, Safari, Firefox or Opera.",language research stanford fun cognitive science university,$1.60 ,Mon Dec 11 10:58:52 PST 2017,110,0,0,0,Reviewable,NotReviewed,1 cond,2400,60000,Wed Jan 10 10:58:52 PST 2018,https://requester.mturk.com/mturk/manageHIT?HITId=36BTXXLZ2V8ZENJ6SEFS4X6EZUH4RI,37M28K1J0QD047E4JCLC4T2B3V0JAF,33,Submitted,Tue Dec 12 03:53:45 PST 2017,Mon Dec 11 10:59:17 PST 2017,Mon Dec 11 11:13:45 PST 2017,,,,,,undefined,undefined,9.4354
34,beautiful,FALSE,neutral,Does Julie mean that her sister is beautiful?,Mike: What does your sister look like?,Is Julie&quotechars sister looking for a date?,yes,know,attractive,pos,"Julie&quotechars sister is in town to visit. She is currently between relationships and wouldn&quotechart mind going out on a date during her visit. During a break at work, Julie has a coffee with Mike and asks him whether some of his single friends that might be interested in a blind date with her sister. Mike asks Julie several questions about her sister.",35094,1,0.91,15,English,2,Male,61,"Interesting HIT, thanks.",Yes,3,Windows,800,1280,Chrome,36BTXXLZ2V8ZENJ6SEFS4X6EZUH4RI,3NWM3X0LA7LPP30KTPJPGTWNK4SXPI,Language study,"Listen to interactions and answer questions about them. You must be able to listen to short audio clips, perform this task on a desktop or laptop computer, and use Chrome, Safari, Firefox or Opera.",language research stanford fun cognitive science university,$1.60 ,Mon Dec 11 10:58:52 PST 2017,110,0,0,0,Reviewable,NotReviewed,1 cond,2400,60000,Wed Jan 10 10:58:52 PST 2018,https://requester.mturk.com/mturk/manageHIT?HITId=36BTXXLZ2V8ZENJ6SEFS4X6EZUH4RI,34FNN24DCM9TTQXMAGVY651DOL8Y5I,34,Submitted,Tue Dec 12 03:54:10 PST 2017,Mon Dec 11 10:59:10 PST 2017,Mon Dec 11 11:14:10 PST 2017,,,,,,undefined,undefined,14.40761667
35,beautiful,FALSE,neutral,Does Julie mean that his sister is beautiful?,Stan: What does his sister look like?,Is Julie&quotechars sister looking for a date?,no,ignorant,attractive,pos,"Mike tells Julie that his sister is in town to visit. Although Julie has never seen her in person, she has seen an old picture of her in a large group on Facebook. Later, Julie gets lunch with her boyfriend Stan. Stan&quotechars friend is looking for a blind date and Stan heard about Mike&quotechars sister being in town. Stan asks Julie what she knows about Mike&quotechars sister.",35037,1,0.8,23,English,2,Male,57,,Yes,3,Windows,768,1366,Chrome,36BTXXLZ2V8ZENJ6SEFS4X6EZUH4RI,3NWM3X0LA7LPP30KTPJPGTWNK4SXPI,Language study,"Listen to interactions and answer questions about them. You must be able to listen to short audio clips, perform this task on a desktop or laptop computer, and use Chrome, Safari, Firefox or Opera.",language research stanford fun cognitive science university,$1.60 ,Mon Dec 11 10:58:52 PST 2017,110,0,0,0,Reviewable,NotReviewed,1 cond,2400,60000,Wed Jan 10 10:58:52 PST 2018,https://requester.mturk.com/mturk/manageHIT?HITId=36BTXXLZ2V8ZENJ6SEFS4X6EZUH4RI,3JPSL1DZ5SZWNX5PYAD4X0JSCF5NAN,35,Submitted,Tue Dec 12 03:54:14 PST 2017,Mon Dec 11 10:59:10 PST 2017,Mon Dec 11 11:14:14 PST 2017,,,,,,undefined,undefined,14.9321
36,beautiful,FALSE,RFR,Does Julie mean that his sister is beautiful?,Stan: What does his sister look like?,Is Julie&quotechars sister looking for a date?,no,ignorant,attractive,pos,"Mike tells Julie that his sister is in town to visit. Although Julie has never seen her in person, she has seen an old picture of her in a large group on Facebook. Later, Julie gets lunch with her boyfriend Stan. Stan&quotechars friend is looking for a blind date and Stan heard about Mike&quotechars sister being in town. Stan asks Julie what she knows about Mike&quotechars sister.",36739,1,0.47,10,english,1,Male,33,,Yes,3,Windows,900,1600,Chrome,36BTXXLZ2V8ZENJ6SEFS4X6EZUH4RI,3NWM3X0LA7LPP30KTPJPGTWNK4SXPI,Language study,"Listen to interactions and answer questions about them. You must be able to listen to short audio clips, perform this task on a desktop or laptop computer, and use Chrome, Safari, Firefox or Opera.",language research stanford fun cognitive science university,$1.60 ,Mon Dec 11 10:58:52 PST 2017,110,0,0,0,Reviewable,NotReviewed,1 cond,2400,60000,Wed Jan 10 10:58:52 PST 2018,https://requester.mturk.com/mturk/manageHIT?HITId=36BTXXLZ2V8ZENJ6SEFS4X6EZUH4RI,3JV9LGBJWTEFF9I4LP5R8BU00KNGO7,36,Submitted,Tue Dec 12 03:54:17 PST 2017,Mon Dec 11 10:59:38 PST 2017,Mon Dec 11 11:14:17 PST 2017,,,,,,undefined,undefined,14.59725
37,beautiful,FALSE,neutral,Does Julie mean that his sister is beautiful?,Stan: What does his sister look like?,Is Julie&quotechars sister looking for a date?,no,ignorant,attractive,pos,"Mike tells Julie that his sister is in town to visit. Although Julie has never seen her in person, she has seen an old picture of her in a large group on Facebook. Later, Julie gets lunch with her boyfriend Stan. Stan&quotechars friend is looking for a blind date and Stan heard about Mike&quotechars sister being in town. Stan asks Julie what she knows about Mike&quotechars sister.",42915,1,0.59,22,English,1,Female,54,everything was fine,Yes,3,Windows,768,1360,Chrome,36BTXXLZ2V8ZENJ6SEFS4X6EZUH4RI,3NWM3X0LA7LPP30KTPJPGTWNK4SXPI,Language study,"Listen to interactions and answer questions about them. You must be able to listen to short audio clips, perform this task on a desktop or laptop computer, and use Chrome, Safari, Firefox or Opera.",language research stanford fun cognitive science university,$1.60 ,Mon Dec 11 10:58:52 PST 2017,110,0,0,0,Reviewable,NotReviewed,1 cond,2400,60000,Wed Jan 10 10:58:52 PST 2018,https://requester.mturk.com/mturk/manageHIT?HITId=36BTXXLZ2V8ZENJ6SEFS4X6EZUH4RI,3B837J3LDOWL2RJB8HGCRKI8ZI1SRC,37,Submitted,Tue Dec 12 03:54:22 PST 2017,Mon Dec 11 10:59:10 PST 2017,Mon Dec 11 11:14:22 PST 2017,,,,,,undefined,undefined,13.77025
